,ReviewTitle,RestaurantAddress,RestaurantName,Review,Food,RestaurantReview,FoodReview,RestaurantFeature(spacy),FoodFeature(spacy),RestaurantFeature(vader),FoodFeature(vader)
846,The chicken biryani here is really good!,"32 Norris Road, Singapore",Mr Biryani,"Light, nicely spiced, fragrant and addictive, I really enjoyed it and this is now my fav biryani in SG. So happy that they will be opening a branch soon in CBD.",,"light, nicely spiced, fragrant and addictive, i really enjoyed it and this is now my fav biryani in sg. so happy that they will be opening a branch soon in cbd.",,"nicely spiced,fragrant,enjoyed,fav,happy,opening",,"nicely,enjoyed,fav,happy",
847,The classic Korean Injeolmi Toast Red Bean $8.50 was a crowd pleaser; toasted sandwich of injeolmi (chewy rice cake) and red bean paste coated in soybean powder and honey.,"176 Orchard Road, Singapore",dal.komm COFFEE (The Centrepoint),The rice cakes gives a chewy texture which I totally enjoy. 🍴,"cake,cakes,rice,rice cake",🍴,the rice cakes gives a chewy texture which i totally enjoy.,,"gives,chewy,totally enjoy",,enjoy
848,The classic luncheon meat with egg burger#flatlays #onthetable #essentials #travelgram #huntgram #artofvisuals #thecreatorclass #createcommune #insiderfood #f52grams #bestfoodaroundtheworld #theartofplating #cookmagazine #thefeedfeed #eattheworld #yahoofood #thisisinsiderfood #beautifulcuisines #burpple #sgcafefood #cafefoodsg #sginsiders #exploresingapore #visitsingapore #yoursingapore #fujifilmsg #cafehopping,"624 Hougang Avenue 8, Singapore",Hougang Corner Burger,-,,-,,,,,
849,The day I’m down from the ‘mountains’ is the day I head to the ‘hills’ for food cos it’s worth the minimally 30 mins’ wait.,"590 Upper Thomson Road, Singapore",Jing Ji Fishball Noodle (Sembawang Hills Food Centre),.@igsg #igsg #singapore #foodpornasia @burpple #burpple @chopesg #chopesg #chopebites @hungrygowhere #hungrygowhere #setheats #eatoutsg #sgfood #foodsg #sgfoodie @sgfoodie #singaporefood @singaporeeats #singaporeeats #eatlocal #jiaklocal #noodles #fishballnoodles #sembawanghills,"fish,fishball,fishballnoodle,noodle,noodles",.                        ,,,,,
850,The egg on bread brunch essentials.,"96 Somerset Road, Singapore",Oriole Coffee + Bar (Somerset),Avocado has been my recent favourite.,,avocado has been my recent favourite.,,recent,,,
851,"The flan (pork cheeks with poached eggs, mashed potato and mushrooms) #burpple","9 Jalan Kubor, Singapore",Symmetry,-,,-,,,,,
852,The greater your stormThe brighter your rainbow - Positive vibes💕,Singapore,Singapore,-,,-,,,,,
853,The legendary Dua Leng Kong Barachirashi from @sushirosingapore,"301 Upper Thomson Road, Singapore",Omoté,-,,-,,,,,
854,"The only thing I can eat ALL DAY, and not get sick of, and is it true that Man Man has a new outlet?!","7 Fraser Street, Singapore",Man Man Japanese Unagi Restaurant (DUO Galleria),-,,-,,,,,
855,The pancake smelt really good when it was served!,"22 Havelock Road, Singapore",The Tastemaker Store,"A tad soggy from the egg resting on it but overall it was a filling savoury dish. I liked that the egg was not too heavily salted as it balanced the brininess of the ham and sausage.The hot chocolate was more watery than I would have like it to be. However, I really loved the ambiance of the cafe.","chocolate,egg,sausage","but overall it was a filling savoury dish. however, i really loved the ambiance of the cafe.",a tad soggy from the egg resting on it i liked that the egg was not too heavily salted as it balanced the brininess of the ham and sausage. the hot chocolate was more watery than i would have like it to be.,"overall filling,loved","resting,liked,heavily salted,balanced,hot,watery",loved,"liked,like"
856,The perfect Saturday-morning hangover cure.,Hong Kong,順興車仔麵茶餐廳,"But seriously, you don't need an excuse to enjoy this flavoursome pork chop, eggs and saucy instant ramen dish on the street side watching mainstream hipsters and their dogs go about on their weekend-brunch-cafe-hop. | #weekend #Saturday #brunch #streetfood #daipaidong","egg,eggs,pork,pork chop,ramen",,"but seriously, you don't need an excuse to enjoy this flavoursome pork chop, eggs and saucy instant ramen dish on the street side watching mainstream hipsters and their dogs go about on their weekend-brunch-cafe-hop. |     ",,"need,enjoy,flavoursome,instant,watching,mainstream",,"seriously,enjoy"
857,The service improved remarkably after we started taking photos.,"45 Science Park Road, Singapore",The Pipe District,"Also, they should take some lessons from Two Wings.",,,"also, they should take some lessons from two wings.",,,,
858,The softserve from @tptea.sg is so legit.,"60 Airport Boulevard, Singapore",TP Tea (Changi Airport Terminal 2),"The boba pearls are soft with a nice amount of chew, and the softserve packs a strong tea flavour. Most importantly, the softserve wasn't too sweet at all😊...#burpple #burpplesg #changiyummy #tptea #tpteasg #softserve #whati8todaysg #whati8today #sgeats #eatmoresg #instafood_sg #singaporefoodlisting #sgfoodblogger #sgfoodies #sgfood #sgfoodhunt #sgfoodhunter #sgfoodtrend #myfooddiary #sgfooddiary #sgcafe #sgcafefood #sgcafehopping #foodforfoodie #foodforfoodies #foodexplorer #foodreviewsMR #singaporeeats #hungryalreadyeats #singaporeinsiders","boba,earl,softserve,tea",,"the boba pearls are soft with a nice amount of chew, and the softserve packs a strong tea flavour. most importantly, the softserve wasn't too sweet at all😊...                             ",,"boba,soft,nice,packs,strong,sweet",,"nice,strong,importantly,sweet,😊"
859,These are delicious!,"28 Ann Siang Road, Singapore",Tiger's Milk,"Waygu beef rib skewers with chimichurri from #tigersmilksg and if you feel that they are the bar of the year, go vote for them at @hungrygowhere website in this year's #hgwawards which has 21 categories of eateries for you to cast that all important vote :)#tigersmilksg #waygubeef #beefskewers #sgfood #foodporn #burpple","beef,beefskewers,milk,skewers,tiger,waygubeef",,"waygu beef rib skewers with chimichurri from  and if you feel that they are the bar of the year, go vote for them at  website in this year's  which has 21 categories of eateries for you to cast that all important vote :)     ",,"waygu,feel,cast,important",,"important,:)"
860,These balz of mentaiko takoyaki $8.90 makes a satisfying snack.,"150 South Bridge Road, Singapore",fArt tArtz (South Bridge Road),🐙,,🐙,,🐙,,,
861,"These cereal floss bun from BreadTalk are so good, i can easily finish the whole box!!",7-Aug-17,Elaine Koh,😋,,😋,,😋,,,
862,These cincalok bombs were my favourite.,"8 Ann Siang Hill, Singapore",Belimbing Superstar,They tasted like the pork dumplings my Poh Poh use to make except these are on steroids. So yummy.,"dumpling,dumplings,pork,pork dumplings",so yummy.,they tasted like the pork dumplings my poh poh use to make except these are on steroids.,yummy,tasted,yummy,like
863,They caused a commotion when they announced the closure of their first outlet by Jun 19.,"131 Lorong 1 Toa Payoh, Singapore",Creamier (Toa Payoh),"And they’ve re-opened this Oct 19 with a bigger, newer space just across the road from the previous location.Notwithstanding, @creamier_sg has been standing strong with consist crowd here in TPY. Patrons can now get a table with lesser difficulty now that it’s bigger. Amongst their many ice cream flavours, their roasted pistachio remains our favourite of all time.","cream,ice cream,pistachio","and they’ve re-opened this oct 19 with a bigger, newer space just across the road from the previous location. notwithstanding,  has been standing strong with consist crowd here in tpy. patrons can now get a table with lesser difficulty now that it’s bigger.","amongst their many ice cream flavours, their roasted pistachio remains our favourite of all time.","opened,bigger,newer,previous,standing,strong,consist,lesser","flavours,roasted,remains,favourite","strong,difficulty",
864,This Nasi Lemak is one of the new entrants to Michelin Bib Gourmand List 2018.,"28 Ann Siang Road, Singapore",The Coconut Club,"📍The Coconut ClubLocation: 6 Ann Siang Hill, Singapore 069787.#sgeats #omyfoodie #foodblogger #singaporefood #igfoodie #sgfoodie #foodgasm #foodstamping #sgfood #foodoftheday #foodporn #burpple #foodspotting #stfood #igfood #instafood #openricesg #foodphotography #8dayseatout #instasg #umakemehungry #TSLMakan #foodblogs #nomnomnom #yelpsg #thecoconutclub #michelinstar #michelinbibgourmand2018","coconutclub,nut,pho,rice",📍,"the coconut clublocation: 6 ann siang hill, singapore 069787.                           ",,coconut,,
865,This Taiwan Porridge A La Carte Buffet is super delicious and value for money.,"22 Scotts Road, Singapore",Coffee Lounge (Goodwood Park Hotel),"I even came back for the second time as a paying customer. Must order their Fried Chicken with Prawn Paste, very well marinated and crispy!Priced at $39++ per adult, $19.50++ per child from Mon – Thu, $42++ per adult, $21++ per child from Fri – Sun, eve of & public holiday) for lunch and dinner.Unlimited orders from a selection of 30 dishes from the a la carte menu, as well as a dessert buffet spread......#goodwoodparkhotel #flatlay #yummy #burpple #burpplesg #sgfoodblogger #foodstyling #foodplating #foodblog #sgrestaurant #f52grams #foodphotography #harcheonggai #stfoodtrending #sgfood #buzzfeast #exploresingapore #onthetable #flatlayforever #cafehopping #sgbuffet #sgfoodie #chinesefood #jiaklocal","dessert,harcheonggai,pho,rice",i even came back for the second time as a paying customer.,"must order their fried chicken with prawn paste, very well marinated and crispy!priced at $39++ per adult, $19.50++ per child from mon – thu, $42++ per adult, $21++ per child from fri – sun, eve of & public holiday) for lunch and dinner. unlimited orders from a selection of 30 dishes from the a la carte menu, as well as a dessert buffet spread......                       ","came,second,paying","order,fried,prawn,marinated,crispy!priced,39++,public,unlimited,la,spread",,holiday
866,This apple sorbet ($7.50++) was truly a delight!,"80 Marine Parade Road, Singapore",Sakae Sushi (Parkway Parade),"Aesthetic was on point, served in a whole fresh frozen apple! Best way to end off any meal! 🍎Thanks to @sakaegrpsg and @burpple for the eat up invite!#burpple #burpplesg #sakaegroup #sakaesushi #food #foodiesg #sgfoodie #whati8today #8dayseat #vscofoodie #iweeklyfood #foodporn #foodstagram #vscofood #foodphotography #sgmakan #sgmakandiary #sgfoodstagram #singaporeeats #exploresingaporeeats #exploresg #whatsgoodhere #sgfoodie #apple #applesorbet #sorbet","apple,applesorbet,pho,sorbet,sushi",best way to end off any meal! 🍎thanks to  and  for the eat up invite!                         ,"aesthetic was on point, served in a whole fresh frozen apple!","best,end,🍎","aesthetic,served,fresh,frozen","best,thanks,invite",fresh
867,This apple sorbet ($7.50++) was truly a delight! (Review2),"80 Marine Parade Road, Singapore",Sakae Sushi (Parkway Parade),"Aesthetic was on point, served in a whole fresh frozen apple! Best way to end off any meal! 🍎Thanks to @sakaegrpsg and @burpple for the eat up invite!#burpple #burpplesg #sakaegroup #sakaesushi #food #foodiesg #sgfoodie #whati8today #8dayseat #vscofoodie #iweeklyfood #foodporn #foodstagram #vscofood #foodphotography #sgmakan #sgmakandiary #sgfoodstagram #singaporeeats #exploresingaporeeats #exploresg #whatsgoodhere #sgfoodie #apple #applesorbet #sorbet","apple,applesorbet,pho,sorbet,sushi",best way to end off any meal! 🍎thanks to  and  for the eat up invite!                         ,"aesthetic was on point, served in a whole fresh frozen apple!","best,end,🍎","aesthetic,served,fresh,frozen","best,thanks,invite",fresh
868,This months #mehmehgang theme is cafe food we would like to actually eat and the first dish is this angel hair in crustacean broth with ikura and garlic.,Singapore,The Silver Chef Bistro,No more watery and clumpy gimmicky pasta from cafes please :)#ikura #angelhair #pasta #angelhairpasta #thesilverchefbistro #creativesghomecooks #sgfood #foodporn #burpple,"ikura,pasta",,no more watery and clumpy gimmicky pasta from cafes please :)        ,,"watery,clumpy,gimmicky",,:)
